,ID,station,Year,Month,Day,Time,AMB_TEMP,CO,NO,NOx,O3,PM10,PM2.5,RAINFALL,RH,SO2,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR
0,lt2017010100,龍潭,2017,1,1,0,18,0.2,0,5,34,25,16,0,77,2,東北,東,緩風,緩風
1,lt2017010101,龍潭,2017,1,1,1,18,0.22,0,6,33,20,13,0,79,1,東北,東,微風,微風
2,lt2017010102,龍潭,2017,1,1,2,18,0.23,0,6,31,23,16,0,80,1,東,東北,微風,微風
3,lt2017010103,龍潭,2017,1,1,3,17,0.28,0,11,26,25,9,0,82,1,西北,西南,微風,微風
4,lt2017010104,龍潭,2017,1,1,4,17,0.31,1,11,25,29,17,0,84,1,東北,東北,微風,無風
5,lt2017010105,龍潭,2017,1,1,5,17,0.34,1,11,23,22,12,0,85,1,西南,西南,微風,無風
6,lt2017010106,龍潭,2017,1,1,6,16,0.53,4,23,12,24,9,0,87,1,西南,南,微風,微風
7,lt2017010107,龍潭,2017,1,1,7,17,0.74,7,28,14,22,7,0,85,1,東,東北,微風,微風
8,lt2017010108,龍潭,2017,1,1,8,19,0.37,4,15,28,32,10,0,78,1,東,東,微風,微風
9,lt2017010109,龍潭,2017,1,1,9,21,0.37,3,13,31,23,9,0,70,1,東北,東北,微風,微風
10,lt2017010110,龍潭,2017,1,1,10,23,0.37,3,12,36,20,9,0,60,1,東北,東北,微風,微風
11,lt2017010111,龍潭,2017,1,1,11,25,0.37,3,11,40,19,9,0,52,1,東北,西南,微風,微風
12,lt2017010112,龍潭,2017,1,1,12,26,0.33,2,8,49,22,12,0,49,2,北,北,微風,微風
13,lt2017010113,龍潭,2017,1,1,13,26,0.33,1,8,56,18,12,0,47,2,東北,東北,微風,微風
14,lt2017010114,龍潭,2017,1,1,14,26,0.34,1,9,54,22,10,0,50,2,西北,西北,微風,微風
15,lt2017010115,龍潭,2017,1,1,15,24,0.34,2,12,46,32,14,0,60,3,西北,西北,微風,微風
16,lt2017010116,龍潭,2017,1,1,16,23,0.37,2,14,38,54,16,0,67,4,西北,西北,微風,微風
17,lt2017010117,龍潭,2017,1,1,17,21,0.45,1,19,29,58,26,0,76,3,西北,西北,微風,微風
18,lt2017010118,龍潭,2017,1,1,18,20,0.68,2,29,15,64,31,0,80,3,西北,西北,微風,微風
19,lt2017010119,龍潭,2017,1,1,19,20,1.19,17,45,3,67,38,0,79,3,西南,西南,微風,微風
20,lt2017010120,龍潭,2017,1,1,20,20,1.59,17,45,3,73,38,0,80,3,西南,西南,微風,微風
21,lt2017010121,龍潭,2017,1,1,21,19,1.44,17,45,2,77,40,0,81,3,西南,西南,微風,微風
22,lt2017010122,龍潭,2017,1,1,22,18,1.06,17,45,4,69,35,0,84,2,西南,西南,微風,微風
23,lt2017010123,龍潭,2017,1,1,23,18,0.38,1,16,13,58,32,0,89,2,西南,西南,微風,微風
24,lt2017010200,龍潭,2017,1,2,0,18,0.33,1,13,18,44,28,0,87,1,西南,西南,微風,微風
25,lt2017010201,龍潭,2017,1,2,1,17,0.3,1,11,19,38,28,0,88,1,西南,西南,微風,微風
26,lt2017010202,龍潭,2017,1,2,2,16,0.29,0,10,17,36,24,0,91,1,西南,西南,微風,微風
27,lt2017010203,龍潭,2017,1,2,3,17,0.27,1,8,21,42,18,0,89,1,西南,西南,微風,微風
28,lt2017010204,龍潭,2017,1,2,4,16,0.27,1,8,18,44,17,0,91,1,南,南,微風,微風
29,lt2017010205,龍潭,2017,1,2,5,17,0.33,1,9,23,40,15,0,90,1,西南,西南,微風,微風
30,lt2017010206,龍潭,2017,1,2,6,17,0.41,1,13,21,38,20,0,90,1,西南,南,微風,微風
31,lt2017010207,龍潭,2017,1,2,7,17,0.45,2,17,17,46,19,0,89,2,南,西南,微風,微風
32,lt2017010208,龍潭,2017,1,2,8,19,0.55,6,25,18,65,33,0,84,2,西南,西南,微風,微風
33,lt2017010209,龍潭,2017,1,2,9,21,0.31,3,12,33,65,29,0,73,1,東北,東北,微風,微風
34,lt2017010210,龍潭,2017,1,2,10,22,0.35,3,14,37,51,28,0,67,1,東北,東北,微風,微風
35,lt2017010211,龍潭,2017,1,2,11,24,0.41,4,16,42,43,20,0,59,2,北,西北,微風,微風
36,lt2017010212,龍潭,2017,1,2,12,23,0.4,4,18,41,51,25,0,65,2,西北,西北,緩風,微風
37,lt2017010213,龍潭,2017,1,2,13,22,0.31,3,12,40,62,23,0,72,2,北,北,微風,微風
38,lt2017010214,龍潭,2017,1,2,14,21,0.36,3,16,43,60,25,0,73,3,東北,東北,微風,微風
39,lt2017010215,龍潭,2017,1,2,15,21,0.43,3,19,48,53,25,0,76,3,東北,東北,微風,微風
40,lt2017010216,龍潭,2017,1,2,16,20,0.41,2,17,41,47,34,0,79,3,東北,東北,微風,微風
41,lt2017010217,龍潭,2017,1,2,17,20,0.57,2,26,23,48,27,0,82,2,東北,東北,微風,微風
42,lt2017010218,龍潭,2017,1,2,18,20,0.67,4,34,14,49,32,0,83,2,東北,東北,微風,微風
43,lt2017010219,龍潭,2017,1,2,19,19,0.79,5,41,9,66,28,0,84,4,東北,東北,微風,微風
44,lt2017010220,龍潭,2017,1,2,20,19,0.72,4,37,12,65,38,0,84,4,東北,東北,微風,微風
45,lt2017010221,龍潭,2017,1,2,21,19,0.46,2,22,22,57,24,0,85,3,東北,東北,微風,微風
46,lt2017010222,龍潭,2017,1,2,22,19,0.43,1,21,23,40,31,0,87,3,東北,東北,緩風,微風
47,lt2017010223,龍潭,2017,1,2,23,19,0.42,1,18,26,33,18,0,86,2,東北,東北,緩風,緩風
48,lt2017010300,龍潭,2017,1,3,0,19,0.27,1,11,32,36,20,0,85,2,東北,東北,緩風,緩風
49,lt2017010301,龍潭,2017,1,3,1,19,0.22,1,8,33,42,11,0,84,1,東北,東北,緩風,緩風
50,lt2017010302,龍潭,2017,1,3,2,19,0.2,1,8,31,32,13,0,83,2,東北,東,緩風,緩風
51,lt2017010303,龍潭,2017,1,3,3,19,0.19,1,8,29,27,10,0,86,2,東北,東北,緩風,緩風
52,lt2017010304,龍潭,2017,1,3,4,19,0.17,0,8,30,18,7,0,87,2,東北,東北,緩風,緩風
53,lt2017010305,龍潭,2017,1,3,5,19,0.16,1,7,31,22,9,0,87,1,東北,東北,緩風,緩風
54,lt2017010306,龍潭,2017,1,3,6,19,0.2,1,12,27,17,9,0,87,3,東北,東北,緩風,緩風
55,lt2017010307,龍潭,2017,1,3,7,19,0.3,2,15,28,22,10,0,87,3,東北,東北,緩風,緩風
56,lt2017010308,龍潭,2017,1,3,8,20,0.27,2,14,31,32,8,0,83,2,東北,東北,緩風,緩風
57,lt2017010309,龍潭,2017,1,3,9,20,0.31,3,16,30,35,12,0,84,2,東北,東北,緩風,緩風
58,lt2017010310,龍潭,2017,1,3,10,20,0.25,3,14,34,30,11,0,81,2,東北,東北,緩風,緩風
59,lt2017010311,龍潭,2017,1,3,11,21,0.24,3,13,35,34,13,0,78,2,東北,東北,緩風,緩風
60,lt2017010312,龍潭,2017,1,3,12,21,0.25,3,12,36,35,13,0,75,2,東北,東北,緩風,緩風
61,lt2017010313,龍潭,2017,1,3,13,21,0.23,3,11,37,42,14,0,74,1,東北,東北,緩風,緩風
62,lt2017010314,龍潭,2017,1,3,14,21,0.23,2,11,37,36,10,0,73,2,東北,東北,緩風,緩風
63,lt2017010315,龍潭,2017,1,3,15,21,0.27,2,15,33,32,11,0,78,2,東北,東北,緩風,緩風
64,lt2017010316,龍潭,2017,1,3,16,20,0.31,2,20,28,28,6,0,82,4,東北,東北,緩風,緩風
65,lt2017010317,龍潭,2017,1,3,17,19,0.36,2,19,29,28,15,0,84,2,東北,東北,緩風,緩風
66,lt2017010318,龍潭,2017,1,3,18,19,0.41,1,19,29,44,17,0,85,2,東北,東北,緩風,緩風
67,lt2017010319,龍潭,2017,1,3,19,19,0.38,1,16,30,41,17,0,86,2,東北,東北,緩風,緩風
68,lt2017010320,龍潭,2017,1,3,20,19,0.32,1,13,32,33,14,0,86,2,東北,東北,緩風,緩風
69,lt2017010321,龍潭,2017,1,3,21,19,0.32,1,14,30,28,11,0,86,2,東北,東北,緩風,緩風
70,lt2017010322,龍潭,2017,1,3,22,19,0.27,1,11,32,35,14,0,86,1,東北,東,微風,微風
71,lt2017010323,龍潭,2017,1,3,23,19,0.29,0,12,30,38,8,0,87,2,東北,東北,微風,微風
72,lt2017010400,龍潭,2017,1,4,0,19,0.28,0,12,28,24,9,0,88,1,東北,東北,微風,微風
73,lt2017010401,龍潭,2017,1,4,1,19,0.28,1,12,25,19,11,0,89,2,東,東南,微風,微風
74,lt2017010402,龍潭,2017,1,4,2,18,0.24,0,9,25,27,15,0,90,2,東,東北,微風,微風
75,lt2017010403,龍潭,2017,1,4,3,19,0.23,1,9,24,37,11,0,90,2,北,北,微風,微風
76,lt2017010404,龍潭,2017,1,4,4,19,0.23,1,8,27,24,8,0,89,2,東北,東北,微風,微風
77,lt2017010405,龍潭,2017,1,4,5,19,0.24,1,13,21,21,5,0,89,2,東,東北,微風,微風
78,lt2017010406,龍潭,2017,1,4,6,19,0.36,9,29,10,21,4,0,89,2,東,東南,微風,微風
79,lt2017010407,龍潭,2017,1,4,7,19,0.54,17,40,6,33,4,0,87,2,東,東北,微風,微風
80,lt2017010408,龍潭,2017,1,4,8,20,0.55,11,32,15,34,8,0,84,3,東北,東北,微風,微風
81,lt2017010409,龍潭,2017,1,4,9,22,0.61,12,35,24,36,8,0,76,3,東北,東,緩風,緩風
82,lt2017010410,龍潭,2017,1,4,10,23,0.39,6,21,31,30,12,0,68,2,東北,東北,緩風,緩風
83,lt2017010411,龍潭,2017,1,4,11,25,0.32,4,15,36,18,11,0,62,2,東北,東,微風,微風
84,lt2017010412,龍潭,2017,1,4,12,25,0.36,4,16,37,22,11,0,62,2,東北,西南,微風,微風
85,lt2017010413,龍潭,2017,1,4,13,24,0.42,5,24,33,31,14,0,68,3,西南,西南,微風,微風
86,lt2017010414,龍潭,2017,1,4,14,24,0.45,4,22,36,50,16,0,68,2,西南,西南,微風,微風
87,lt2017010415,龍潭,2017,1,4,15,24,0.43,3,20,38,59,28,0,69,2,西南,西南,微風,微風
88,lt2017010416,龍潭,2017,1,4,16,23,0.46,2,22,37,53,23,0,72,2,西南,西南,微風,微風
89,lt2017010417,龍潭,2017,1,4,17,22,0.61,2,30,29,53,29,0,73,4,西南,西南,微風,微風
90,lt2017010418,龍潭,2017,1,4,18,21,0.79,2,37,20,42,23,0,75,5,西南,西南,微風,微風
91,lt2017010419,龍潭,2017,1,4,19,21,1.06,11,45,5,46,31,0,75,3,西北,東,微風,微風
92,lt2017010420,龍潭,2017,1,4,20,20,0.7,6,37,7,46,34,0,79,3,東,東,微風,微風
93,lt2017010421,龍潭,2017,1,4,21,20,0.81,16,45,3,52,35,0,81,3,南,西南,微風,微風
94,lt2017010422,龍潭,2017,1,4,22,19,1.01,17,45,3,53,27,0,83,3,東南,西南,微風,微風
95,lt2017010423,龍潭,2017,1,4,23,19,0.72,17,45,7,53,23,0,86,2,南,南,微風,微風
96,lt2017010500,龍潭,2017,1,5,0,19,0.56,4,32,9,49,25,0,86,2,西南,西南,微風,微風
97,lt2017010501,龍潭,2017,1,5,1,19,0.47,5,29,8,57,28,0,87,2,南,南,微風,微風
98,lt2017010502,龍潭,2017,1,5,2,18,0.35,1,12,12,51,28,0,87,2,南,南,微風,微風
99,lt2017010503,龍潭,2017,1,5,3,18,0.32,1,10,11,41,29,0,87,1,南,南,微風,微風
100,lt2017010504,龍潭,2017,1,5,4,18,0.25,1,11,9,23,19,0,85,1,南,南,微風,微風
101,lt2017010505,龍潭,2017,1,5,5,18,0.26,2,12,9,20,20,0,83,1,南,南,微風,微風
102,lt2017010506,龍潭,2017,1,5,6,18,0.48,11,27,4,20,10,0,83,2,南,西南,微風,微風
103,lt2017010507,龍潭,2017,1,5,7,18,0.8,17,45,5,28,23,0,83,3,西南,西南,微風,微風
104,lt2017010508,龍潭,2017,1,5,8,18,0.52,10,26,12,40,22,0,89,2,西南,西南,微風,微風
105,lt2017010509,龍潭,2017,1,5,9,20,0.56,8,26,17,51,33,0,83,2,西南,西南,微風,微風
106,lt2017010510,龍潭,2017,1,5,10,22,0.46,2,12,37,60,31,0,72,2,西南,西南,微風,微風
107,lt2017010511,龍潭,2017,1,5,11,22,0.43,2,12,44,58,36,0,68,3,西南,西南,微風,微風
108,lt2017010512,龍潭,2017,1,5,12,23,0.4,2,11,49,58,38,0,66,2,西南,西南,微風,微風
109,lt2017010513,龍潭,2017,1,5,13,23,0.39,2,12,52,56,36,0,63,2,西南,西南,微風,微風
110,lt2017010514,龍潭,2017,1,5,14,23,0.48,1,19,45,0,0,0,68,2,西南,西南,微風,微風
111,lt2017010515,龍潭,2017,1,5,15,22,0.46,1,14,48,61,46,0,74,3,西南,西南,微風,微風
112,lt2017010516,龍潭,2017,1,5,16,21,0.42,1,15,43,62,52,0,76,3,西南,西南,微風,微風
113,lt2017010517,龍潭,2017,1,5,17,20,0.51,1,19,36,67,47,0,79,3,西南,西南,微風,微風
114,lt2017010518,龍潭,2017,1,5,18,20,0.44,1,21,28,69,43,0,81,3,西南,西南,微風,微風
115,lt2017010519,龍潭,2017,1,5,19,20,0.49,1,24,21,77,39,0,82,3,西南,南,微風,微風
116,lt2017010520,龍潭,2017,1,5,20,20,0.56,2,26,19,88,48,0,82,3,西南,西南,微風,微風
117,lt2017010521,龍潭,2017,1,5,21,20,0.53,1,22,23,90,57,0,82,3,西南,南,微風,微風
118,lt2017010522,龍潭,2017,1,5,22,20,0.52,1,18,23,93,58,0,83,3,西南,西南,微風,微風
119,lt2017010523,龍潭,2017,1,5,23,19,0.47,1,16,21,85,56,0,84,3,西南,西南,微風,微風
120,lt2017010600,龍潭,2017,1,6,0,19,0.47,1,20,18,84,47,0,84,3,西南,東南,微風,微風
121,lt2017010601,龍潭,2017,1,6,1,19,0.41,1,15,19,70,51,0,86,2,南,西南,微風,微風
122,lt2017010602,龍潭,2017,1,6,2,19,0.39,1,14,22,71,45,0,85,2,西南,東,微風,微風
123,lt2017010603,龍潭,2017,1,6,3,19,0.45,2,26,9,71,43,0,86,3,東北,北,微風,微風
124,lt2017010604,龍潭,2017,1,6,4,18,0.49,3,27,9,85,40,0,90,2,北,北,微風,微風
125,lt2017010605,龍潭,2017,1,6,5,18,0.38,1,17,29,87,48,0,90,2,北,東,微風,微風
126,lt2017010606,龍潭,2017,1,6,6,18,0.48,3,29,15,89,56,0,89,3,東北,東北,微風,微風
127,lt2017010607,龍潭,2017,1,6,7,19,0.71,6,36,12,83,57,0,89,4,東北,東,微風,微風
128,lt2017010608,龍潭,2017,1,6,8,19,0.89,17,45,6,99,57,0,88,6,東,東,微風,微風
129,lt2017010609,龍潭,2017,1,6,9,20,0.83,14,45,12,109,66,0,84,8,東北,東北,微風,微風
130,lt2017010610,龍潭,2017,1,6,10,21,0.83,11,45,19,109,64,0,78,8,東,東,微風,微風
131,lt2017010611,龍潭,2017,1,6,11,22,0.69,6,32,36,93,61,0,71,5,東北,東北,微風,微風
132,lt2017010612,龍潭,2017,1,6,12,22,0.61,5,29,35,76,43,0,73,4,西北,西北,微風,微風
133,lt2017010613,龍潭,2017,1,6,13,22,0.44,4,19,42,74,43,0,77,4,西北,西北,緩風,微風
134,lt2017010614,龍潭,2017,1,6,14,21,0.39,3,18,39,72,30,0,81,3,北,北,微風,微風
135,lt2017010615,龍潭,2017,1,6,15,20,0.52,2,26,29,67,28,0,85,3,北,東北,微風,微風
136,lt2017010616,龍潭,2017,1,6,16,20,0.56,2,28,23,64,30,0,87,3,東北,東北,微風,微風
137,lt2017010617,龍潭,2017,1,6,17,19,0.62,2,29,22,49,31,0,88,3,東北,東北,微風,微風
138,lt2017010618,龍潭,2017,1,6,18,20,0.67,2,26,25,60,26,0,89,3,東北,東北,微風,微風
139,lt2017010619,龍潭,2017,1,6,19,20,0.63,2,25,22,50,27,0,89,3,東北,東北,微風,微風
140,lt2017010620,龍潭,2017,1,6,20,20,0.64,2,27,19,57,24,0,89,3,東北,北,微風,微風
141,lt2017010621,龍潭,2017,1,6,21,20,0.63,2,28,17,44,19,0,89,4,北,北,微風,微風
142,lt2017010622,龍潭,2017,1,6,22,20,0.59,2,28,15,57,31,0,89,4,西北,西北,微風,微風
143,lt2017010623,龍潭,2017,1,6,23,20,0.52,1,22,13,48,29,0,89,3,西南,西北,微風,微風
144,lt2017010700,龍潭,2017,1,7,0,20,0.53,1,20,9,48,23,0,90,3,西南,西南,微風,微風
145,lt2017010701,龍潭,2017,1,7,1,19,0.45,1,17,11,43,15,0,90,1,西南,西南,微風,微風
146,lt2017010702,龍潭,2017,1,7,2,19,0.42,1,13,15,59,19,0,90,1,西南,西南,微風,微風
147,lt2017010703,龍潭,2017,1,7,3,19,0.41,0,13,13,54,30,0,90,2,西南,南,微風,微風
148,lt2017010704,龍潭,2017,1,7,4,19,0.45,1,13,11,48,28,0,90,2,西南,東北,微風,微風
149,lt2017010705,龍潭,2017,1,7,5,19,0.47,4,20,5,38,25,0,89,2,南,東南,微風,微風
150,lt2017010706,龍潭,2017,1,7,6,19,0.47,7,20,4,38,20,0,88,1,南,東南,微風,微風
151,lt2017010707,龍潭,2017,1,7,7,19,0.73,17,43,2,36,21,0,87,2,東南,東南,微風,微風
152,lt2017010708,龍潭,2017,1,7,8,20,0.87,17,32,5,35,18,0,85,2,西北,西北,微風,微風
153,lt2017010709,龍潭,2017,1,7,9,20,0.71,10,28,11,46,20,0,83,3,西南,西南,微風,微風
154,lt2017010710,龍潭,2017,1,7,10,21,0.58,6,21,21,49,28,0,76,2,西南,西南,微風,微風
155,lt2017010711,龍潭,2017,1,7,11,22,0.5,5,17,30,51,28,0,70,2,西南,西南,微風,微風
156,lt2017010712,龍潭,2017,1,7,12,24,0.41,3,12,39,46,21,0,64,1,西南,西南,微風,微風
157,lt2017010713,龍潭,2017,1,7,13,23,0.39,2,14,37,48,20,0,69,1,西南,西南,微風,微風
158,lt2017010714,龍潭,2017,1,7,14,23,0.43,3,18,38,55,25,0,72,2,西南,西南,微風,微風
159,lt2017010715,龍潭,2017,1,7,15,22,0.42,2,15,42,59,34,0,73,2,西南,西南,微風,微風
160,lt2017010716,龍潭,2017,1,7,16,21,0.46,2,17,34,64,28,0,80,2,西南,西南,微風,微風
161,lt2017010717,龍潭,2017,1,7,17,20,0.48,1,18,31,75,33,0,85,2,西南,西南,微風,微風
162,lt2017010718,龍潭,2017,1,7,18,19,0.43,1,17,32,78,37,0,87,2,西南,西南,微風,微風
163,lt2017010719,龍潭,2017,1,7,19,19,0.43,1,17,25,90,45,0,88,1,西南,西南,微風,微風
164,lt2017010720,龍潭,2017,1,7,20,19,0.51,1,19,18,65,42,0,89,1,西南,南,微風,微風
165,lt2017010721,龍潭,2017,1,7,21,19,0.64,5,31,6,73,41,0,88,2,西南,西南,微風,微風
166,lt2017010722,龍潭,2017,1,7,22,20,0.59,8,35,4,115,37,0,81,1,西南,西南,微風,微風
167,lt2017010723,龍潭,2017,1,7,23,20,0.45,6,28,9,121,29,0,75,1,西南,西南,微風,微風
168,lt2017010800,龍潭,2017,1,8,0,20,0.31,2,16,15,100,17,0,72,1,西南,西南,微風,微風
169,lt2017010801,龍潭,2017,1,8,1,20,0.23,1,11,18,36,6,0,72,1,西南,西南,微風,微風
170,lt2017010802,龍潭,2017,1,8,2,20,0.22,1,8,20,38,13,0,72,1,西南,南,微風,微風
171,lt2017010803,龍潭,2017,1,8,3,20,0.23,1,13,16,35,10,0,72,1,西南,西南,微風,微風
172,lt2017010804,龍潭,2017,1,8,4,20,0.22,1,11,21,30,20,0,72,1,西南,西南,微風,微風
173,lt2017010805,龍潭,2017,1,8,5,20,0.3,1,14,20,26,15,0,73,1,西南,北,微風,微風
174,lt2017010806,龍潭,2017,1,8,6,20,0.55,8,33,7,31,22,0,78,2,東北,東北,微風,微風
175,lt2017010807,龍潭,2017,1,8,7,19,0.55,8,32,6,46,31,0,88,5,東北,東北,微風,微風
176,lt2017010808,龍潭,2017,1,8,8,19,0.55,5,25,14,56,41,0,87,4,東北,東北,微風,微風
177,lt2017010809,龍潭,2017,1,8,9,19,0.57,4,20,23,57,47,0,84,3,東北,東北,微風,微風
178,lt2017010810,龍潭,2017,1,8,10,20,0.55,4,20,27,53,35,0,79,2,東北,東北,微風,微風
179,lt2017010811,龍潭,2017,1,8,11,20,0.53,4,20,26,45,32,0,79,2,東北,東北,微風,微風
180,lt2017010812,龍潭,2017,1,8,12,20,0.67,5,21,23,38,18,0,78,2,東北,東北,微風,微風
181,lt2017010813,龍潭,2017,1,8,13,20,0.68,6,22,19,31,18,0,76,2,東北,東北,緩風,微風
182,lt2017010814,龍潭,2017,1,8,14,20,0.6,6,20,21,24,6,0,74,4,東北,東北,緩風,緩風
183,lt2017010815,龍潭,2017,1,8,15,19,0.62,5,23,16,37,13,0,78,5,東北,東北,緩風,緩風
184,lt2017010816,龍潭,2017,1,8,16,18,0.62,4,22,16,33,9,0,80,4,東北,東北,緩風,緩風
185,lt2017010817,龍潭,2017,1,8,17,18,0.63,3,23,16,32,20,0,81,5,東北,東北,緩風,緩風
186,lt2017010818,龍潭,2017,1,8,18,18,0.59,2,25,15,19,15,0,81,10,東北,東北,緩風,緩風
187,lt2017010819,龍潭,2017,1,8,19,18,0.55,2,17,27,12,25,0,82,4,東北,東北,緩風,緩風
188,lt2017010820,龍潭,2017,1,8,20,17,0.55,1,14,32,12,14,0,83,2,東北,東北,緩風,緩風
189,lt2017010821,龍潭,2017,1,8,21,17,0.53,1,11,38,10,12,0,83,1,東北,東北,緩風,緩風
190,lt2017010822,龍潭,2017,1,8,22,17,0.54,1,12,40,13,6,0,83,1,東北,東北,緩風,緩風
191,lt2017010823,龍潭,2017,1,8,23,17,0.52,1,12,40,21,13,0,81,4,東北,東北,緩風,緩風
192,lt2017010900,龍潭,2017,1,9,0,17,0.49,1,12,41,33,13,0,80,6,東北,東北,緩風,緩風
193,lt2017010901,龍潭,2017,1,9,1,16,0.47,1,11,40,35,7,0,80,7,東北,東北,緩風,緩風
194,lt2017010902,龍潭,2017,1,9,2,16,0.46,1,9,41,30,12,0,79,4,東北,東北,緩風,緩風
195,lt2017010903,龍潭,2017,1,9,3,16,0.45,0,5,40,24,14,0,79,3,東,東北,緩風,緩風
196,lt2017010904,龍潭,2017,1,9,4,16,0.43,0,5,37,27,16,0,80,3,東北,東北,緩風,緩風
197,lt2017010905,龍潭,2017,1,9,5,16,0.42,1,6,34,26,18,0,79,2,東北,東北,緩風,緩風
198,lt2017010906,龍潭,2017,1,9,6,16,0.47,1,10,30,29,17,0,78,3,東北,東北,緩風,緩風
199,lt2017010907,龍潭,2017,1,9,7,16,0.56,2,15,26,34,17,0,76,3,東北,東北,緩風,緩風
200,lt2017010908,龍潭,2017,1,9,8,17,0.57,3,16,26,35,16,0,74,4,東北,東,緩風,緩風
201,lt2017010909,龍潭,2017,1,9,9,17,0.59,4,18,27,50,20,0,70,5,東北,東北,緩風,緩風
202,lt2017010910,龍潭,2017,1,9,10,18,0.57,5,19,29,57,23,0,68,7,東北,東北,緩風,緩風
203,lt2017010911,龍潭,2017,1,9,11,18,0.54,5,17,31,71,23,0,66,5,東北,東北,緩風,緩風
204,lt2017010912,龍潭,2017,1,9,12,18,0.55,5,17,31,59,18,0,66,3,東北,東北,緩風,緩風
205,lt2017010913,龍潭,2017,1,9,13,17,0.53,4,18,29,48,22,0,69,5,東北,東北,緩風,緩風
206,lt2017010914,龍潭,2017,1,9,14,16,0.53,3,20,29,47,22,0,72,5,東北,東北,緩風,緩風
207,lt2017010915,龍潭,2017,1,9,15,16,0.53,3,19,30,51,30,0,73,5,東北,東北,緩風,緩風
208,lt2017010916,龍潭,2017,1,9,16,16,0.56,2,16,32,54,26,0,74,2,東北,東北,緩風,緩風
209,lt2017010917,龍潭,2017,1,9,17,15,0.61,2,15,32,46,25,0,76,1,東北,東北,緩風,緩風
210,lt2017010918,龍潭,2017,1,9,18,15,0.59,1,14,34,44,26,0,76,1,東北,東北,緩風,緩風
211,lt2017010919,龍潭,2017,1,9,19,15,0.58,1,14,36,47,29,0,75,2,東北,東北,緩風,緩風
212,lt2017010920,龍潭,2017,1,9,20,15,0.57,1,15,35,54,32,0,74,2,東北,東北,緩風,緩風
213,lt2017010921,龍潭,2017,1,9,21,15,0.53,1,12,39,58,32,0,75,2,東北,東北,緩風,緩風
214,lt2017010922,龍潭,2017,1,9,22,15,0.51,1,11,41,59,36,0,74,2,東北,東北,緩風,緩風
215,lt2017010923,龍潭,2017,1,9,23,15,0.47,1,9,43,52,28,0,74,2,東北,東北,緩風,緩風
216,lt2017011000,龍潭,2017,1,10,0,14,0.45,1,7,43,47,33,0,73,2,東北,東北,緩風,緩風
217,lt2017011001,龍潭,2017,1,10,1,14,0.42,1,6,43,39,32,0,73,1,東北,東北,緩風,緩風
218,lt2017011002,龍潭,2017,1,10,2,14,0.4,1,6,43,44,34,0,75,1,東北,東北,緩風,緩風
219,lt2017011003,龍潭,2017,1,10,3,14,0.38,1,6,43,41,32,0,74,1,東北,東北,緩風,緩風
220,lt2017011004,龍潭,2017,1,10,4,14,0.39,0,7,41,42,30,0,71,1,東北,東北,緩風,緩風
221,lt2017011005,龍潭,2017,1,10,5,15,0.41,1,9,37,40,32,0,71,1,東北,東北,微風,微風
222,lt2017011006,龍潭,2017,1,10,6,14,0.56,1,16,31,48,33,0,74,1,東北,東北,微風,微風
223,lt2017011007,龍潭,2017,1,10,7,15,0.61,2,23,26,58,37,0,74,2,東北,東北,微風,微風
224,lt2017011008,龍潭,2017,1,10,8,16,0.56,4,22,29,64,37,0,70,2,東北,東北,緩風,緩風
225,lt2017011009,龍潭,2017,1,10,9,17,0.47,3,17,35,58,27,0,65,2,東北,東北,緩風,緩風
226,lt2017011010,龍潭,2017,1,10,10,18,0.48,4,17,37,54,29,0,62,1,東北,東北,緩風,緩風
227,lt2017011011,龍潭,2017,1,10,11,19,0.5,3,17,39,45,24,0,62,1,東北,東北,緩風,緩風
228,lt2017011012,龍潭,2017,1,10,12,20,0.48,3,14,42,54,28,0,60,1,東北,東北,緩風,緩風
229,lt2017011013,龍潭,2017,1,10,13,20,0.47,3,17,42,50,26,0,59,1,東北,東,緩風,緩風
230,lt2017011014,龍潭,2017,1,10,14,20,0.48,3,15,41,0,0,0,60,1,東北,東北,緩風,緩風
231,lt2017011015,龍潭,2017,1,10,15,20,0.52,3,19,38,52,21,0,60,1,東北,東北,微風,微風
232,lt2017011016,龍潭,2017,1,10,16,19,0.56,3,23,32,51,16,0,63,2,東北,東北,微風,微風
233,lt2017011017,龍潭,2017,1,10,17,18,0.63,2,27,26,55,19,0,68,2,東北,東北,緩風,緩風
234,lt2017011018,龍潭,2017,1,10,18,17,0.6,2,21,30,59,30,0,71,1,東北,東北,緩風,緩風
235,lt2017011019,龍潭,2017,1,10,19,17,0.54,1,16,35,52,41,0,73,1,東北,東北,緩風,緩風
236,lt2017011020,龍潭,2017,1,10,20,17,0.51,1,13,37,52,37,0,73,1,東北,東北,緩風,緩風
237,lt2017011021,龍潭,2017,1,10,21,16,0.5,1,13,36,45,36,0,75,1,東北,東北,緩風,緩風
238,lt2017011022,龍潭,2017,1,10,22,16,0.49,1,12,34,43,35,0,76,1,東北,東北,緩風,緩風
239,lt2017011023,龍潭,2017,1,10,23,16,0.47,0,10,34,41,31,0,78,1,東北,東北,微風,微風
240,lt2017011100,龍潭,2017,1,11,0,16,0.45,0,7,35,44,40,0,79,1,東北,東北,緩風,微風
241,lt2017011101,龍潭,2017,1,11,1,16,0.44,0,7,36,50,37,0,79,2,東北,東北,緩風,緩風
