,ID,station,Year,Month,Day,Time,AMB_TEMP,CO,NO,NOx,O3,PM10,PM2.5,RAINFALL,RH,SO2,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR
13132,lt2018070204,龍潭,2018,7,2,4,26,0.14,0,4,21,25,6,0,80,2,西南,西南,微風,微風
13133,lt2018070205,龍潭,2018,7,2,5,26,0.17,0,6,18,25,12,0,79,2,西南,西南,微風,微風
13134,lt2018070206,龍潭,2018,7,2,6,26,0.21,1,9,17,32,12,0,77,2,西南,西南,微風,微風
13135,lt2018070207,龍潭,2018,7,2,7,27,0.25,1,9,18,34,14,0,77,2,西南,西南,緩風,微風
13136,lt2018070208,龍潭,2018,7,2,8,27,0.3,3,12,18,35,13,0,76,2,西南,西南,微風,微風
13137,lt2018070209,龍潭,2018,7,2,9,29,0.29,4,12,22,26,6,0,70,2,西南,西南,緩風,緩風
13138,lt2018070210,龍潭,2018,7,2,10,31,0.26,2,8,33,20,3,0,60,2,西南,西南,緩風,緩風
13139,lt2018070211,龍潭,2018,7,2,11,31,0.26,2,10,31,18,1,0,60,2,西南,西南,緩風,緩風
13140,lt2018070212,龍潭,2018,7,2,12,30,0.19,1,5,34,21,1,0,61,1,西南,西南,緩風,緩風
13141,lt2018070213,龍潭,2018,7,2,13,31,0.19,1,6,33,17,1,0,59,2,西南,西南,緩風,緩風
13142,lt2018070214,龍潭,2018,7,2,14,31,0.18,1,4,36,22,1,0,58,1,西南,西南,緩風,緩風
13143,lt2018070215,龍潭,2018,7,2,15,31,0.18,1,4,36,17,3,0,58,1,西南,西南,緩風,緩風
13144,lt2018070216,龍潭,2018,7,2,16,31,0.19,0,3,36,24,6,0,59,1,西南,西南,緩風,緩風
13145,lt2018070217,龍潭,2018,7,2,17,30,0.19,0,3,33,22,10,0,59,1,西南,西南,緩風,緩風
13146,lt2018070218,龍潭,2018,7,2,18,30,0.19,0,3,31,22,9,0,58,1,西南,西南,緩風,緩風
13147,lt2018070219,龍潭,2018,7,2,19,30,0.18,0,3,28,26,7,0,59,1,西南,西南,緩風,緩風
13148,lt2018070220,龍潭,2018,7,2,20,29,0.18,0,3,28,32,1,0,61,1,西南,西南,緩風,緩風
13149,lt2018070221,龍潭,2018,7,2,21,29,0.15,0,3,28,36,2,0,62,1,西南,西南,緩風,緩風
13150,lt2018070222,龍潭,2018,7,2,22,29,0.13,0,1,30,34,7,0,65,1,西南,西南,緩風,緩風
13151,lt2018070223,龍潭,2018,7,2,23,29,0.13,0,0,30,21,12,0,67,1,西南,西南,緩風,緩風
13152,lt2018070300,龍潭,2018,7,3,0,28,0.13,0,1,28,30,9,0,68,1,西南,西南,緩風,緩風
13153,lt2018070301,龍潭,2018,7,3,1,28,0.11,1,4,26,32,9,0,68,1,西南,西南,緩風,微風
13154,lt2018070302,龍潭,2018,7,3,2,28,0.11,1,5,24,44,6,0,70,1,西南,西南,微風,微風
13155,lt2018070303,龍潭,2018,7,3,3,28,0.11,1,4,23,32,13,0,68,1,西南,西南,緩風,緩風
13156,lt2018070304,龍潭,2018,7,3,4,28,0.1,1,2,27,26,9,0,68,1,西南,西南,緩風,緩風
13157,lt2018070305,龍潭,2018,7,3,5,28,0.1,1,1,30,13,15,0,70,1,西南,西南,緩風,緩風
13158,lt2018070306,龍潭,2018,7,3,6,29,0.13,1,2,30,21,8,0,68,1,西南,西南,緩風,緩風
13159,lt2018070307,龍潭,2018,7,3,7,29,0.15,1,3,29,29,12,0,66,1,西南,西南,緩風,緩風
13160,lt2018070308,龍潭,2018,7,3,8,30,0.16,2,4,30,35,9,0,63,1,西南,西南,緩風,緩風
13161,lt2018070309,龍潭,2018,7,3,9,31,0.15,1,4,30,27,9,0,59,1,西南,西南,勁風,緩風
13162,lt2018070310,龍潭,2018,7,3,10,31,0.14,1,3,32,26,10,0,60,1,西南,西南,緩風,勁風
13163,lt2018070311,龍潭,2018,7,3,11,31,0.17,2,5,30,26,7,0,60,1,西南,西南,緩風,緩風
13164,lt2018070312,龍潭,2018,7,3,12,31,0.15,2,5,30,43,6,0,61,1,西南,西南,緩風,緩風
13165,lt2018070313,龍潭,2018,7,3,13,32,0.15,2,4,32,43,6,0,59,1,西南,西南,緩風,緩風
13166,lt2018070314,龍潭,2018,7,3,14,32,0.15,2,5,20,37,14,0,57,1,西南,西南,緩風,緩風
13167,lt2018070315,龍潭,2018,7,3,15,32,0.15,2,5,28,41,23,0,58,1,西南,西南,緩風,緩風
13168,lt2018070316,龍潭,2018,7,3,16,30,0.15,1,4,31,25,17,0,61,1,西南,西南,緩風,緩風
13169,lt2018070317,龍潭,2018,7,3,17,30,0.17,1,5,29,32,22,0,61,1,西南,西南,緩風,緩風
13170,lt2018070318,龍潭,2018,7,3,18,30,0.16,1,6,25,26,13,0,62,1,西南,西南,緩風,緩風
13171,lt2018070319,龍潭,2018,7,3,19,30,0.14,1,4,23,33,14,0,59,1,西南,西南,緩風,緩風
13172,lt2018070320,龍潭,2018,7,3,20,29,0.16,1,5,21,24,16,0,61,1,西南,西南,緩風,緩風
13173,lt2018070321,龍潭,2018,7,3,21,29,0.14,1,5,20,35,13,0,63,1,西南,西南,緩風,緩風
13174,lt2018070322,龍潭,2018,7,3,22,29,0.12,1,5,20,28,16,0,64,1,西南,西南,緩風,緩風
13175,lt2018070323,龍潭,2018,7,3,23,28,0.12,1,5,18,34,13,0,63,1,南,南,微風,微風
13176,lt2018070400,龍潭,2018,7,4,0,28,0.11,1,5,20,24,13,0,66,1,西南,西南,微風,微風
13177,lt2018070401,龍潭,2018,7,4,1,28,0.1,0,3,22,28,13,0,71,1,西南,西南,緩風,微風
13178,lt2018070402,龍潭,2018,7,4,2,28,0.1,0,3,24,20,13,0,71,1,西南,西南,緩風,緩風
13179,lt2018070403,龍潭,2018,7,4,3,28,0.1,0,2,26,23,14,0,71,1,西南,西南,緩風,緩風
13180,lt2018070404,龍潭,2018,7,4,4,28,0.1,0,2,26,18,9,0,71,1,西南,西南,緩風,緩風
13181,lt2018070405,龍潭,2018,7,4,5,28,0.1,0,3,25,24,3,0,71,1,西南,西南,緩風,緩風
13182,lt2018070406,龍潭,2018,7,4,6,29,0.12,1,3,25,23,6,0,66,1,西南,西南,勁風,緩風
13183,lt2018070407,龍潭,2018,7,4,7,29,0.14,1,4,25,32,8,0,68,1,西南,西南,勁風,緩風
13184,lt2018070408,龍潭,2018,7,4,8,30,0.14,1,4,26,27,16,0,64,1,西南,西南,勁風,緩風
13185,lt2018070409,龍潭,2018,7,4,9,30,0.14,1,4,26,24,14,0,64,1,西南,西南,勁風,緩風
13186,lt2018070410,龍潭,2018,7,4,10,29,0.17,1,6,24,22,15,0,67,1,西南,西南,緩風,緩風
13187,lt2018070411,龍潭,2018,7,4,11,30,0.16,1,6,24,16,8,0,62,1,西南,西南,緩風,緩風
13188,lt2018070412,龍潭,2018,7,4,12,32,0.14,1,4,27,16,12,0,56,1,西南,西南,緩風,緩風
13189,lt2018070413,龍潭,2018,7,4,13,32,0.12,1,4,27,14,6,0,54,1,西南,西南,緩風,緩風
13190,lt2018070414,龍潭,2018,7,4,14,33,0.12,1,3,27,20,2,0,51,1,西南,西南,勁風,緩風
13191,lt2018070415,龍潭,2018,7,4,15,33,0.12,1,4,26,23,3,0,51,1,西南,西南,緩風,緩風
13192,lt2018070416,龍潭,2018,7,4,16,32,0.12,1,3,26,21,1,0,53,1,西南,西南,勁風,緩風
13193,lt2018070417,龍潭,2018,7,4,17,31,0.14,0,4,26,21,7,0,54,1,西南,西南,緩風,緩風
13194,lt2018070418,龍潭,2018,7,4,18,31,0.15,0,4,24,23,6,0,54,1,西南,西南,緩風,緩風
13195,lt2018070419,龍潭,2018,7,4,19,30,0.16,1,5,22,17,12,0,55,1,西南,西南,緩風,緩風
13196,lt2018070420,龍潭,2018,7,4,20,30,0.17,0,6,20,18,7,0,56,1,西南,西南,緩風,緩風
13197,lt2018070421,龍潭,2018,7,4,21,30,0.15,0,6,21,15,8,0,57,1,西南,西南,緩風,緩風
13198,lt2018070422,龍潭,2018,7,4,22,29,0.15,0,7,19,18,4,0,61,2,西南,西南,緩風,緩風
13199,lt2018070423,龍潭,2018,7,4,23,28,0.15,0,7,18,18,3,0,65,1,西南,西南,微風,微風
13200,lt2018070500,龍潭,2018,7,5,0,28,0.12,0,7,19,20,9,0,67,1,西南,南,微風,微風
13201,lt2018070501,龍潭,2018,7,5,1,28,0.12,1,6,18,21,8,0,68,2,西南,西南,緩風,微風
13202,lt2018070502,龍潭,2018,7,5,2,28,0.11,1,6,21,24,6,0,69,2,西南,西南,緩風,緩風
13203,lt2018070503,龍潭,2018,7,5,3,28,0.1,1,5,22,22,6,0,74,1,西南,西南,緩風,緩風
13204,lt2018070504,龍潭,2018,7,5,4,28,0.1,1,4,23,23,10,0,72,1,西南,西南,緩風,緩風
13205,lt2018070505,龍潭,2018,7,5,5,28,0.1,0,4,23,28,20,0,74,1,西南,西南,緩風,緩風
13206,lt2018070506,龍潭,2018,7,5,6,28,0.12,1,4,23,38,13,0,71,1,西南,西南,緩風,緩風
13207,lt2018070507,龍潭,2018,7,5,7,28,0.16,1,6,22,36,9,0,69,1,西南,西南,緩風,緩風
13208,lt2018070508,龍潭,2018,7,5,8,29,0.18,2,7,22,34,1,0,70,2,西南,西南,緩風,緩風
13209,lt2018070509,龍潭,2018,7,5,9,29,0.17,2,7,25,27,3,0,71,2,西南,西南,緩風,緩風
13210,lt2018070510,龍潭,2018,7,5,10,29,0.16,2,7,26,31,6,0,69,2,西南,西南,緩風,緩風
13211,lt2018070511,龍潭,2018,7,5,11,29,0.16,1,6,27,32,7,0,68,2,西南,西南,緩風,緩風
13212,lt2018070512,龍潭,2018,7,5,12,29,0.14,1,6,25,35,12,0,68,1,西南,西南,緩風,緩風
13213,lt2018070513,龍潭,2018,7,5,13,30,0.13,1,6,26,29,9,0,64,1,西南,西南,緩風,緩風
13214,lt2018070514,龍潭,2018,7,5,14,29,0.12,1,5,27,25,13,0,61,1,西南,西南,緩風,緩風
13215,lt2018070515,龍潭,2018,7,5,15,29,0.13,1,5,24,14,3,0,59,1,西南,西南,緩風,緩風
13216,lt2018070516,龍潭,2018,7,5,16,30,0.16,1,7,21,20,6,0,57,1,西南,西南,緩風,緩風
13217,lt2018070517,龍潭,2018,7,5,17,30,0.24,2,11,18,22,7,0,57,1,西南,西南,微風,微風
13218,lt2018070518,龍潭,2018,7,5,18,29,0.31,3,16,14,28,13,0,59,2,西南,西南,微風,微風
13219,lt2018070519,龍潭,2018,7,5,19,29,0.3,2,15,13,24,12,0,60,1,西南,南,微風,微風
13220,lt2018070520,龍潭,2018,7,5,20,29,0.3,4,17,10,19,8,0,63,2,南,南,微風,微風
13221,lt2018070521,龍潭,2018,7,5,21,28,0.31,3,16,8,17,8,0,66,2,西南,西南,微風,微風
13222,lt2018070522,龍潭,2018,7,5,22,28,0.2,2,13,13,23,10,0,68,2,西南,西南,微風,微風
13223,lt2018070523,龍潭,2018,7,5,23,27,0.15,1,10,15,30,9,0,71,2,西南,西南,微風,微風
13224,lt2018070600,龍潭,2018,7,6,0,27,0.14,1,8,13,29,8,0,71,1,南,南,微風,微風
13225,lt2018070601,龍潭,2018,7,6,1,27,0.09,1,5,14,30,4,0,71,1,西南,西南,微風,微風
13226,lt2018070602,龍潭,2018,7,6,2,26,0.08,1,5,13,30,3,0,72,1,南,南,微風,微風
13227,lt2018070603,龍潭,2018,7,6,3,26,0.07,1,6,12,27,3,0,73,1,南,南,微風,微風
13228,lt2018070604,龍潭,2018,7,6,4,27,0.08,1,5,15,26,4,0,74,1,西南,南,微風,微風
13229,lt2018070605,龍潭,2018,7,6,5,26,0.13,2,11,10,20,3,0,74,1,南,東南,微風,微風
13230,lt2018070606,龍潭,2018,7,6,6,27,0.17,5,13,11,23,8,0,72,2,南,南,微風,微風
13231,lt2018070607,龍潭,2018,7,6,7,28,0.2,5,13,16,18,3,0,68,2,西南,西南,緩風,微風
13232,lt2018070608,龍潭,2018,7,6,8,30,0.2,4,11,22,19,8,0,63,2,西南,西南,緩風,緩風
13233,lt2018070609,龍潭,2018,7,6,9,32,0.17,3,8,28,20,7,0,56,2,西南,西南,緩風,緩風
13234,lt2018070610,龍潭,2018,7,6,10,33,0.19,2,8,35,25,7,0,52,2,西南,西南,緩風,緩風
13235,lt2018070611,龍潭,2018,7,6,11,33,0.16,2,6,34,27,8,0,52,1,西南,西南,緩風,緩風
13236,lt2018070612,龍潭,2018,7,6,12,34,0.12,1,5,32,26,8,0,48,1,西南,西南,緩風,緩風
13237,lt2018070613,龍潭,2018,7,6,13,34,0.14,1,6,49,19,8,0,49,2,西南,西南,緩風,緩風
13238,lt2018070614,龍潭,2018,7,6,14,33,0.18,1,7,55,20,6,0,56,3,西南,西南,緩風,緩風
13239,lt2018070615,龍潭,2018,7,6,15,33,0.15,1,6,46,25,4,0,55,2,西南,西南,緩風,緩風
13240,lt2018070616,龍潭,2018,7,6,16,32,0.18,1,9,43,19,8,0,57,2,西南,西南,緩風,緩風
13241,lt2018070617,龍潭,2018,7,6,17,31,0.2,1,9,41,19,8,0,63,2,西南,西南,緩風,緩風
13242,lt2018070618,龍潭,2018,7,6,18,30,0.25,1,12,32,24,9,0,66,2,西南,西南,微風,微風
13243,lt2018070619,龍潭,2018,7,6,19,30,0.3,1,17,26,38,7,0,69,2,西南,西南,微風,微風
13244,lt2018070620,龍潭,2018,7,6,20,29,0.3,2,18,20,40,9,0,72,2,南,東南,微風,微風
13245,lt2018070621,龍潭,2018,7,6,21,28,0.24,2,13,13,31,3,0,72,1,東南,東,微風,微風
13246,lt2018070622,龍潭,2018,7,6,22,28,0.26,1,15,13,25,9,0,74,2,西南,西南,微風,微風
13247,lt2018070623,龍潭,2018,7,6,23,28,0.23,1,14,15,21,8,0,74,2,南,西南,微風,微風
13248,lt2018070700,龍潭,2018,7,7,0,28,0.21,1,11,15,25,12,0,75,2,西南,西南,微風,微風
13249,lt2018070701,龍潭,2018,7,7,1,28,0.22,0,12,11,19,12,0,77,1,南,西南,微風,微風
13250,lt2018070702,龍潭,2018,7,7,2,27,0.21,0,11,10,15,13,0,80,1,南,南,微風,微風
13251,lt2018070703,龍潭,2018,7,7,3,27,0.2,0,9,9,16,9,0,80,1,南,西南,微風,微風
13252,lt2018070704,龍潭,2018,7,7,4,27,0.22,1,10,7,24,7,0,79,1,南,南,微風,微風
13253,lt2018070705,龍潭,2018,7,7,5,27,0.25,1,15,9,32,14,0,80,1,東南,東南,微風,微風
13254,lt2018070706,龍潭,2018,7,7,6,27,0.26,5,16,11,28,16,0,77,1,東南,東南,微風,微風
13255,lt2018070707,龍潭,2018,7,7,7,29,0.27,4,13,17,23,20,0,69,2,東南,東南,微風,微風
13256,lt2018070708,龍潭,2018,7,7,8,30,0.28,3,13,28,23,13,0,63,2,東南,西南,微風,微風
13257,lt2018070709,龍潭,2018,7,7,9,32,0.28,2,9,38,22,14,0,57,2,西南,西南,微風,微風
13258,lt2018070710,龍潭,2018,7,7,10,33,0.27,1,8,38,27,7,0,54,1,西南,西南,微風,微風
13259,lt2018070711,龍潭,2018,7,7,11,32,0.36,2,12,46,29,16,0,57,2,西南,西南,微風,微風
13260,lt2018070712,龍潭,2018,7,7,12,32,0.35,1,11,58,39,14,0,61,4,西南,西南,微風,微風
13261,lt2018070713,龍潭,2018,7,7,13,29,0.28,1,11,46,36,16,2,77,3,南,東南,微風,微風
13262,lt2018070714,龍潭,2018,7,7,14,26,0.2,0,9,36,29,14,20,91,1,南,南,微風,微風
13263,lt2018070715,龍潭,2018,7,7,15,25,0.18,0,9,32,24,12,10,92,1,東南,東南,微風,微風
13264,lt2018070716,龍潭,2018,7,7,16,25,0.25,1,14,26,21,9,3,93,1,東南,南,微風,微風
13265,lt2018070717,龍潭,2018,7,7,17,25,0.29,1,15,21,23,3,0,91,1,南,南,微風,微風
13266,lt2018070718,龍潭,2018,7,7,18,25,0.31,2,18,14,23,4,0,89,1,西南,西南,微風,微風
13267,lt2018070719,龍潭,2018,7,7,19,25,0.25,1,13,12,24,3,0,89,1,南,南,微風,微風
13268,lt2018070720,龍潭,2018,7,7,20,25,0.28,4,15,13,30,1,0,87,1,南,南,微風,微風
13269,lt2018070721,龍潭,2018,7,7,21,25,0.24,1,11,14,28,1,0,86,1,南,南,微風,微風
13270,lt2018070722,龍潭,2018,7,7,22,25,0.22,1,10,12,28,6,0,85,1,東南,東南,微風,微風
13271,lt2018070723,龍潭,2018,7,7,23,25,0.18,1,8,11,21,9,0,86,1,東南,東南,微風,微風
13272,lt2018070800,龍潭,2018,7,8,0,25,0.16,0,5,12,19,10,0,85,1,東南,東南,微風,微風
13273,lt2018070801,龍潭,2018,7,8,1,25,0.13,1,4,12,23,2,0,84,1,東南,東南,微風,微風
13274,lt2018070802,龍潭,2018,7,8,2,25,0.14,0,4,9,27,4,0,86,1,南,南,微風,微風
13275,lt2018070803,龍潭,2018,7,8,3,25,0.11,1,4,10,23,4,0,84,1,南,東南,微風,微風
13276,lt2018070804,龍潭,2018,7,8,4,24,0.14,1,5,9,21,4,0,84,1,南,南,微風,微風
13277,lt2018070805,龍潭,2018,7,8,5,24,0.16,1,5,10,19,2,0,84,1,東南,東南,微風,微風
13278,lt2018070806,龍潭,2018,7,8,6,25,0.22,4,10,9,30,1,0,80,1,東南,東南,微風,微風
13279,lt2018070807,龍潭,2018,7,8,7,27,0.17,3,6,11,35,1,0,73,1,東南,東,微風,微風
13280,lt2018070808,龍潭,2018,7,8,8,29,0.25,4,9,21,30,1,0,64,1,東,東北,微風,微風
13281,lt2018070809,龍潭,2018,7,8,9,30,0.32,3,14,37,28,1,0,63,4,東北,東北,微風,微風
13282,lt2018070810,龍潭,2018,7,8,10,32,0.36,2,12,59,30,12,0,58,7,北,北,微風,微風
13283,lt2018070811,龍潭,2018,7,8,11,32,0.29,1,8,54,40,13,0,54,4,東北,北,微風,微風
13284,lt2018070812,龍潭,2018,7,8,12,31,0.39,1,11,64,37,17,0,59,4,西北,西北,微風,微風
13285,lt2018070813,龍潭,2018,7,8,13,31,0.35,0,10,73,29,12,2,62,4,西北,北,微風,微風
13286,lt2018070814,龍潭,2018,7,8,14,29,0.39,0,15,58,30,17,1,77,3,西南,東,微風,微風
13287,lt2018070815,龍潭,2018,7,8,15,28,0.33,0,16,48,34,21,0,84,2,西南,西南,微風,微風
13288,lt2018070816,龍潭,2018,7,8,16,29,0.34,1,14,49,44,20,0,79,3,西南,東北,微風,微風
13289,lt2018070817,龍潭,2018,7,8,17,29,0.29,0,12,43,45,22,0,72,3,北,西北,微風,微風
13290,lt2018070818,龍潭,2018,7,8,18,29,0.34,0,12,36,48,16,0,73,3,西北,西北,微風,微風
13291,lt2018070819,龍潭,2018,7,8,19,28,0.54,1,25,19,38,22,0,81,3,西南,西北,微風,微風
13292,lt2018070820,龍潭,2018,7,8,20,28,0.47,1,22,17,41,20,0,77,4,西北,西北,微風,微風
13293,lt2018070821,龍潭,2018,7,8,21,28,0.4,1,19,16,39,27,0,79,3,西北,西南,微風,微風
13294,lt2018070822,龍潭,2018,7,8,22,27,0.39,1,24,10,46,21,0,82,3,西南,西南,微風,微風
13295,lt2018070823,龍潭,2018,7,8,23,27,0.32,1,17,14,37,17,0,83,3,西南,南,微風,微風
13296,lt2018070900,龍潭,2018,7,9,0,27,0.35,1,16,13,37,16,0,87,3,西南,西南,微風,微風
13297,lt2018070901,龍潭,2018,7,9,1,26,0.28,1,13,16,31,12,0,89,2,西南,西南,微風,微風
13298,lt2018070902,龍潭,2018,7,9,2,26,0.24,1,11,16,31,15,0,88,2,西南,西南,微風,微風
13299,lt2018070903,龍潭,2018,7,9,3,26,0.23,1,10,14,33,9,0,89,3,南,南,微風,微風
13300,lt2018070904,龍潭,2018,7,9,4,26,0.21,1,9,11,27,7,0,88,2,南,南,微風,微風
13301,lt2018070905,龍潭,2018,7,9,5,26,0.24,2,12,8,25,1,0,86,2,東南,東南,微風,微風
13302,lt2018070906,龍潭,2018,7,9,6,26,0.28,8,18,6,22,2,0,83,2,東南,東南,微風,微風
13303,lt2018070907,龍潭,2018,7,9,7,28,0.35,10,20,11,33,12,0,76,2,東,東北,微風,微風
13304,lt2018070908,龍潭,2018,7,9,8,29,0.37,7,20,22,37,17,0,68,3,東北,東北,微風,微風
13305,lt2018070909,龍潭,2018,7,9,9,31,0.33,4,17,35,47,14,0,61,4,東北,東北,微風,微風
13306,lt2018070910,龍潭,2018,7,9,10,32,0.28,3,13,39,39,32,0,55,2,東北,東北,微風,微風
13307,lt2018070911,龍潭,2018,7,9,11,34,0.23,2,10,38,33,34,0,50,2,東北,北,微風,微風
13308,lt2018070912,龍潭,2018,7,9,12,34,0.2,2,8,43,25,37,0,48,1,北,北,微風,微風
13309,lt2018070913,龍潭,2018,7,9,13,35,0.19,1,8,43,24,15,0,48,2,北,西南,微風,微風
13310,lt2018070914,龍潭,2018,7,9,14,34,0.17,2,9,42,32,8,0,50,2,東北,西北,微風,微風
13311,lt2018070915,龍潭,2018,7,9,15,34,0.19,1,9,48,28,9,0,53,2,西南,東南,微風,微風
13312,lt2018070916,龍潭,2018,7,9,16,34,0.22,3,14,26,27,14,0,50,2,東,東北,緩風,微風
13313,lt2018070917,龍潭,2018,7,9,17,33,0.28,4,17,18,21,20,0,53,2,東北,東北,緩風,微風
13314,lt2018070918,龍潭,2018,7,9,18,31,0.29,4,17,11,21,21,0,57,2,東,東,緩風,緩風
13315,lt2018070919,龍潭,2018,7,9,19,29,0.25,3,14,10,30,15,0,63,2,東,東,緩風,緩風
13316,lt2018070920,龍潭,2018,7,9,20,28,0.23,4,13,10,32,9,0,67,2,東,東北,微風,緩風
13317,lt2018070921,龍潭,2018,7,9,21,27,0.21,2,12,8,30,6,0,68,2,東北,東北,微風,緩風
13318,lt2018070922,龍潭,2018,7,9,22,27,0.17,2,9,9,21,9,0,68,2,東,東,微風,微風
13319,lt2018070923,龍潭,2018,7,9,23,27,0.14,2,9,10,21,12,0,66,1,東,東,微風,微風
13320,lt2018071000,龍潭,2018,7,10,0,27,0.11,2,7,11,22,9,0,67,1,東,東,微風,微風
13321,lt2018071001,龍潭,2018,7,10,1,26,0.12,0,6,10,32,4,0,77,2,東,東,緩風,微風
13322,lt2018071002,龍潭,2018,7,10,2,25,0.09,0,5,12,23,3,0,80,1,東,東,微風,微風
13323,lt2018071003,龍潭,2018,7,10,3,25,0.09,0,5,10,27,12,0,83,1,東,東北,微風,微風
13324,lt2018071004,龍潭,2018,7,10,4,24,0.1,1,7,9,17,15,0,82,1,東,東,微風,微風
13325,lt2018071005,龍潭,2018,7,10,5,24,0.14,3,12,7,28,9,0,79,1,東,東,微風,微風
13326,lt2018071006,龍潭,2018,7,10,6,25,0.21,9,17,8,22,7,0,76,2,東,東北,緩風,微風
13327,lt2018071007,龍潭,2018,7,10,7,28,0.21,6,12,12,31,1,0,70,2,東北,東北,緩風,緩風
13328,lt2018071008,龍潭,2018,7,10,8,29,0.19,4,9,15,29,15,0,68,2,東北,東北,緩風,緩風
13329,lt2018071009,龍潭,2018,7,10,9,30,0.24,4,11,20,29,16,0,64,3,東,東北,緩風,緩風
13330,lt2018071010,龍潭,2018,7,10,10,29,0.32,6,16,12,23,17,0,75,2,東北,東北,緩風,微風
13331,lt2018071011,龍潭,2018,7,10,11,27,0.26,5,14,11,19,3,0,86,2,北,東北,緩風,微風
13332,lt2018071012,龍潭,2018,7,10,12,27,0.22,4,12,16,20,1,9,90,2,東北,東北,緩風,微風
13333,lt2018071013,龍潭,2018,7,10,13,28,0.18,3,9,17,19,1,0,84,2,東北,東北,緩風,緩風
13334,lt2018071014,龍潭,2018,7,10,14,28,0.17,3,10,16,26,1,0,82,2,東北,北,緩風,微風
13335,lt2018071015,龍潭,2018,7,10,15,28,0.17,3,9,18,31,3,0,83,2,北,北,微風,微風
13336,lt2018071016,龍潭,2018,7,10,16,28,0.21,3,9,16,41,7,1,83,2,北,北,緩風,微風
13337,lt2018071017,龍潭,2018,7,10,17,28,0.19,2,9,15,44,10,0,84,2,北,北,緩風,微風
13338,lt2018071018,龍潭,2018,7,10,18,27,0.16,2,7,14,46,7,1,87,2,北,北,微風,微風
13339,lt2018071019,龍潭,2018,7,10,19,27,0.12,1,6,13,40,3,2,89,2,北,北,緩風,緩風
13340,lt2018071020,龍潭,2018,7,10,20,26,0.1,1,4,13,43,6,4,91,1,北,北,緩風,緩風
13341,lt2018071021,龍潭,2018,7,10,21,26,0.08,1,3,12,36,4,4,93,1,西北,西北,緩風,緩風
13342,lt2018071022,龍潭,2018,7,10,22,26,0.07,0,3,12,42,8,5,94,1,西北,西北,緩風,緩風
13343,lt2018071023,龍潭,2018,7,10,23,26,0.07,0,2,13,28,4,4,94,1,西北,西北,緩風,緩風
13344,lt2018071100,龍潭,2018,7,11,0,26,0.07,1,2,12,30,3,5,94,1,西北,西北,緩風,緩風
13345,lt2018071101,龍潭,2018,7,11,1,26,0.06,0,2,12,22,7,10,94,1,西南,西南,緩風,緩風
13346,lt2018071102,龍潭,2018,7,11,2,25,0.06,0,1,13,27,3,7,94,1,西南,西南,緩風,緩風
13347,lt2018071103,龍潭,2018,7,11,3,25,0.07,0,2,13,28,8,11,95,1,西南,西南,勁風,緩風
13348,lt2018071104,龍潭,2018,7,11,4,25,0.1,0,2,15,26,3,17,95,1,西南,西南,緩風,緩風
13349,lt2018071105,龍潭,2018,7,11,5,25,0.12,0,2,20,23,10,8,95,1,西南,西南,勁風,緩風
13350,lt2018071106,龍潭,2018,7,11,6,25,0.13,0,3,22,26,13,2,92,1,西南,西南,緩風,緩風
13351,lt2018071107,龍潭,2018,7,11,7,26,0.13,0,2,24,27,12,0,84,1,西南,南,緩風,緩風
13352,lt2018071108,龍潭,2018,7,11,8,26,0.17,1,5,16,28,9,0,86,1,東南,東南,微風,微風
13353,lt2018071109,龍潭,2018,7,11,9,25,0.18,2,7,11,20,2,1,92,1,東南,東南,微風,微風
13354,lt2018071110,龍潭,2018,7,11,10,25,0.22,3,8,13,22,1,0,94,1,東,東北,微風,微風
13355,lt2018071111,龍潭,2018,7,11,11,26,0.24,2,7,20,25,1,0,90,1,東北,北,微風,微風
13356,lt2018071112,龍潭,2018,7,11,12,28,0.2,1,5,27,23,1,0,83,1,東北,東北,微風,微風
13357,lt2018071113,龍潭,2018,7,11,13,29,0.23,1,5,35,21,1,0,77,1,東北,東,微風,微風
13358,lt2018071114,龍潭,2018,7,11,14,29,0.38,1,11,50,20,4,0,77,3,東北,東北,微風,微風
13359,lt2018071115,龍潭,2018,7,11,15,29,0.48,0,12,63,36,8,0,78,3,東,東,微風,微風
13360,lt2018071116,龍潭,2018,7,11,16,29,0.45,0,12,61,41,14,0,76,3,東北,北,微風,微風
13361,lt2018071117,龍潭,2018,7,11,17,29,0.34,1,12,32,39,13,0,79,3,北,北,微風,微風
13362,lt2018071118,龍潭,2018,7,11,18,28,0.55,1,17,27,36,15,0,85,2,北,東北,微風,微風
13363,lt2018071119,龍潭,2018,7,11,19,28,0.72,1,22,24,40,12,0,86,3,西北,西南,微風,微風
13364,lt2018071120,龍潭,2018,7,11,20,28,0.48,1,17,18,51,8,0,88,2,西南,西南,微風,微風
13365,lt2018071121,龍潭,2018,7,11,21,27,0.28,1,13,14,42,14,0,89,2,西南,西南,微風,微風
13366,lt2018071122,龍潭,2018,7,11,22,27,0.24,0,10,19,43,14,0,90,2,西南,南,微風,微風
13367,lt2018071123,龍潭,2018,7,11,23,27,0.31,0,11,15,28,19,0,90,2,東南,東南,微風,微風
13368,lt2018071200,龍潭,2018,7,12,0,27,0.33,0,12,15,44,16,0,90,2,東南,西南,微風,微風
